young,hair_short,skin_dark,has_facial_hair,has_accessories,job_type_higher_ed,face_positive,main_hobby_Arts,main_hobby_Music,main_hobby_Sport,main_hobby_Travel,playerID
24,8,26,26,27,24,24,18,21,17,16,01J1TFB494XR9MSBF9VA06F8PE
17,7,27,21,21,24,21,23,18,19,12,01J1TFAGNYN8RSNWPFYRH4WQ86
25,7,23,9,23,29,26,20,15,21,18,01J1SWG5W18GTVXPT379VCB63X
26,21,30,20,24,29,21,16,16,20,18,01J1SRRWK4KZ7H9JJ7BNX7DJB2
24,23,29,17,21,26,26,17,18,15,20,01J1SV38EG0TYZ7YH8YRPQ3Z7Y
28,22,32,26,29,31,32,17,24,16,21,01J1SVCHF9XTBH5XHRYZWP3S4J
17,22,27,9,26,26,25,23,12,20,17,01J1SQYPJ62646PB9P4CYYDHRV
29,25,23,28,23,29,26,18,15,15,16,01J1ST83K58Y1FY1SYX8QR2VW9
29,26,24,11,24,28,26,18,19,21,20,01J1ST8KPP581K4JJ5D0H268D1
25,8,30,7,23,26,19,20,18,20,20,01J1SV2ZTS4Y0QXN6HKEE5EF66
32,4,24,22,22,29,27,20,17,25,20,01J1SYS6EA86NNVTZ8GW7ECYQV
28,27,24,7,25,24,27,20,21,22,19,01J1SR4BN2V07PE6SGTTJZFM3E
21,11,24,22,26,25,23,22,25,20,21,01J1ST3K3SQX1G5QH019ZSKE6E
33,22,22,7,20,21,26,21,18,19,16,01J1SNS7G7CT8V0G06HD4JXXZC
25,33,28,7,25,31,22,16,18,20,20,01J1SSDYETW61BKSZTS3SHZBYS
27,11,23,26,21,23,21,16,16,14,20,01J1SWCMAZ7NK4TPQZFWHBEPV2
33,8,25,30,23,30,24,20,18,18,18,01J1SPYP8N3GHG3D5KQ8YB1NXN
20,30,24,9,26,24,22,18,18,22,18,01J1SPY7JVWGDCT9D72YCEZQGP
24,27,31,23,28,23,22,17,16,17,16,01J1STVJRGBHEN283PATNAJX8S
18,30,24,20,24,31,26,20,18,24,16,01J1SSGE4X8DZRY1MAYS1PZEZA
28,6,29,32,27,26,26,18,22,20,20,01J1STDQ8PV0950JFZ6A1587TE
26,23,27,4,30,15,26,20,17,18,21,01J1SR3K6Q9C89M29FVB2ZSKWM
28,27,25,8,25,22,24,18,17,22,17,01J1SSDNNE75B5KXYP7FKDYB3D
20,8,25,26,27,23,23,23,18,18,17,01J1R5CZ1YZT9P0XTG2GEHM8CN
27,25,27,28,26,18,21,19,16,14,23,01J1R3W2KDB1E2F7JE8GQB52AE
27,29,26,17,28,33,25,20,22,17,15,01J1R45WFBCTGQGERDGBRSFA94
26,9,23,24,23,20,24,14,16,20,20,01J1R939DN6B6C0PCDR34A2GRW
22,26,29,26,35,25,30,19,17,19,21,01J1R9BNTKXW973K7DPNK5DN0S
25,27,29,26,24,22,25,19,22,19,20,01J1R4VK1EK81CRJQRRRETRX9B
22,25,22,11,27,24,29,21,17,17,21,01J1R6VPC3EWGGJV8ZF94GJG68
28,18,26,9,27,24,21,20,21,16,23,01J1R895W01YV6P2SPGDXT7RGB
23,8,23,12,23,24,28,18,20,20,24,01J1R9MF8G40TGT9H1RJ4F81MT
27,30,20,29,24,23,25,18,19,18,23,01J1R34Q3CZ74K1T0SCJEV3QCH
29,27,22,23,25,28,12,20,18,15,13,01J1R4SDN425RPYBE2ZDNBVA8Z
29,11,31,28,26,32,19,17,24,19,18,01J1R4XDGAQGQ66QWD6A0SN2CD
30,7,30,26,29,18,26,24,16,19,21,01J1R37J3PWJSS835J53AJ0KMS
22,25,23,24,24,29,21,17,19,16,22,01J1R3KEFVCYEGVNP79ZKZXQD7
25,24,23,7,33,23,24,15,19,14,18,01J1R44G2HH5FBBJ7YT1VDWYW2
28,24,29,23,24,28,27,15,25,20,14,01J1R55G6X8VNFF6W11WFEGRK5
35,28,28,21,27,21,24,15,19,22,16,01J27S3Y3HVN3X25PEWF2HMDZV
27,5,28,21,26,27,30,14,21,16,11,01J27SP8B2CWYX06XV5WSK52NY
31,27,26,9,19,25,25,17,19,16,18,01J27NEBEXNTNBD5E3QVV6ZDSX
25,21,23,5,17,25,23,20,25,24,15,01J27NMHM7G3DWNJZE3XTD7X4X
32,21,22,9,30,24,27,16,17,16,13,01J27PFBFH8PHKH5ZQZ6D4EQKR
28,21,31,27,29,25,19,17,26,16,19,01J27ME82XWWK6R8HT7TRFYKWV
28,10,27,28,21,25,18,28,16,18,16,01J27RMDV51DYM3GT11R3VAMAX
22,26,26,27,28,27,28,20,14,18,16,01J27VB6KP5FVMSK8K0P3430ZD
25,24,21,21,25,30,28,17,17,16,14,01J27RAYN90HHJD0YEGANN6332
24,24,23,7,26,26,22,16,21,19,14,01J27NG4FVF2YQZFDTP8TVBZTG
29,26,25,28,18,25,26,19,15,22,22,01J27R04V9NJHMAR7WYSFQ2K7A
26,24,21,7,28,28,20,23,24,18,15,01J27ME5QCN41A27F7JEN3JYSK
27,24,26,14,23,20,18,17,21,13,17,01J27PBKB2E9A248YVTR5KCQ1P
26,9,26,26,24,31,25,20,25,19,14,01J27QTC65X8VFCTK0P1Z38TCZ
30,22,27,8,24,31,23,23,22,16,19,01J27RBPVPGCZCZFZ5NWWPBQRR
28,14,22,32,30,27,25,14,21,24,13,01J27T12WQG217DGDMRPFYD37N
27,4,23,29,25,30,18,19,24,22,17,01J27NVR2HH37536YV5A9CFW89
25,32,29,3,33,29,22,19,14,18,17,01J27Q8QJJQB9AG3RACW05AY9T
23,19,22,14,21,29,24,19,24,20,17,01J27P97PJF0WQD6V4Y2CEM6B9
26,9,27,14,20,28,26,21,19,16,18,01J27PHPDH5ZFJB1JFBBG6YQ45
24,22,25,7,27,19,24,20,19,20,19,01J27QE37KY250D501MERNFWCR
24,23,26,24,28,22,31,20,16,25,17,01J27R0AXQ5GAQVWEW9ZE3YVBM
30,30,24,7,24,28,27,18,17,21,16,01J27MRAE4KJFNXME4X6HSSWR5
23,24,27,25,28,27,27,14,17,18,15,01J27N9ANYC42NG53RWQQXAS91
26,18,28,24,23,25,30,16,17,20,15,01J27MTN2T9ZZWTC98Y03J86NQ
25,24,21,29,19,27,28,16,15,24,13,01J24DHYTA1PVBJZNG4D4DBWG0
24,5,25,26,25,23,22,21,19,19,15,01J249A45E79V9Z69VR43W8VT1
22,21,31,17,21,27,23,17,15,21,21,01J249C7WTVVX9P3Q54X1JKNVK
17,10,22,27,24,27,29,26,20,12,10,01J249M8G4VDBXY1D92PPCDPG1
19,26,28,8,20,25,23,18,19,22,13,01J249PP2PJWMCWPTGFFH5HSMJ
23,7,31,25,25,24,29,21,16,20,11,01J26REZB1AMCX7WCJ8RFZYCNF
23,19,25,13,27,31,23,18,22,27,17,01J26S7TSMGHXDQVYFS77XR8PV
17,22,29,22,28,27,27,18,17,23,10,01J26PT67T718XXD4RRY2H0ZR0
26,23,28,14,22,22,26,15,17,19,13,01J26QR1B6KA9HKXCP26AZJXDW
22,24,23,27,31,25,28,19,20,16,17,01J26RERYZABA6X3G744RZFV7Y
25,29,23,8,24,27,25,17,17,22,16,01J26RX2F4GWCD4BX3RHF14Z7J
27,30,26,16,23,24,28,14,15,20,13,01J26SKYKWR89BFWYFP9VK5HR2
32,14,26,17,23,22,26,20,20,26,14,01J26P83RR2SN1J310A1CNNN2K
33,20,28,3,22,27,27,20,15,18,17,01J26P8KMRN0P621P2C3V2YS02
28,7,25,33,32,26,25,18,16,21,13,01J26PSKME9Y6N0AGTCJENCRA4
25,8,25,32,24,22,24,25,21,20,16,01J26PX2C0Y4TDS5XACB6SPYPX
21,27,28,29,24,21,35,25,19,17,13,01J26T6KVDGG27J5PDJBTRFPHF
27,22,31,10,23,23,30,21,19,17,15,01J26VH42N07E04051ADAYCV02
25,24,23,6,28,25,33,18,22,21,11,01J26P640XY2T247TMHZ5TM39S
17,29,24,28,29,28,28,18,18,21,17,01J26QCKPR4332QAR6KJVTSA04
27,4,26,25,22,28,34,25,19,19,13,01J26QCYRRQH26YVTXNQPJVDAV
30,29,23,9,30,22,30,19,18,18,17,01J26R6X1J21NS51VFF4T685XB
27,14,23,28,28,27,23,18,18,20,18,01J26RXJN009C4BN9XXF4629A0
21,9,21,14,25,23,33,18,20,19,11,01J26TH1F7XM2QBZFX8XBQV7FK
25,28,30,7,28,28,26,21,17,19,17,01J26P26KRY8C4X6ZGCCF7SWPQ
28,27,25,11,27,27,27,17,16,21,12,01J27ETM0H94PMAJGSKK32A4M2
26,24,24,27,27,25,27,20,20,17,11,01J27FRNC5TNY31ZTJNE9E6Z6K
28,27,19,4,26,18,26,21,17,19,17,01J27C3GR7SRPJPJT5EXR7HV6G
27,22,22,11,22,27,26,19,23,19,11,01J27DDKQBX9MF6XNQ0P6E8A95
28,29,17,6,26,18,27,14,23,19,18,01J27GRMKFXS5QXZ48T2RK8G44
26,7,28,26,32,19,28,15,22,22,11,01J27GYHBQT87TWV6BKF9XADZ2
26,22,21,8,29,26,28,20,22,22,18,01J27F7WMDNTDBE5QFCD9ETMPT
20,23,26,4,23,22,25,22,25,18,15,01J27FSZTA53SJXSAMV41DM128
31,22,26,9,27,22,24,20,19,22,17,01J27CSXV1NPKQZRMRAZSSFXK2
27,8,30,32,27,17,30,21,19,20,16,01J27DPR7VZYKH5KDPB7K0JTXT
28,28,26,7,26,28,24,17,16,20,15,01J27DXZ0TYW1XY1D09J904H1V
27,26,18,9,27,26,24,15,22,17,16,01J27E076KT124NV0FR7A3DQEB
26,17,29,7,25,29,27,21,23,19,15,01J27GHH5TENVT7FDBE62MGVDH
28,22,25,24,23,24,28,19,16,19,8,01J27BTJHFCJK6W5F3Y2RZGY8R
20,25,23,8,21,23,25,17,18,21,14,01J27C22P5KQ7VC864R61V1GMZ
26,30,21,29,27,30,27,17,19,19,15,01J27CTK1N7G6A3FMBSRC65XFX
30,26,25,6,25,21,24,19,15,15,17,01J27HFN124FSA6AAJN7PF6QF6
26,8,27,25,21,28,33,28,19,20,13,01J27CX3XXXXEZB7QAHKNH8R74
20,23,26,25,26,23,29,20,18,22,14,01J27EAQ3T4DM6BBERVPQTYSXK
32,21,30,26,22,21,29,19,17,23,17,01J27F3BMW2BT7PD6C6CRTTCGZ
26,21,26,23,25,23,32,17,16,20,15,01J27FV4DZ6CCQTR145K0QDHTJ
27,30,25,7,23,21,24,19,17,24,16,01J27EQF31X7KB26CSVCPHJ545
25,27,26,8,29,28,28,18,18,23,17,01J27BTAN8PDRTETK5ZVRQ0CDW
28,28,26,31,26,23,27,15,15,22,14,01J27D2P5JEGCR5CKRN4QM2SZ1
25,22,25,11,16,28,27,16,16,21,17,01J27G2DTB6Y21A7V6VSC92T8C
26,8,25,25,20,29,26,19,21,23,11,01J26YJ1N8BY4FVBXDSP2JXRAN
25,7,28,32,18,22,19,20,16,21,15,01J271R51CSEHFJSJ3V52VSSEY
27,18,21,6,21,21,27,19,22,19,14,01J2721ZG3NQ7FP55QD8FTSXRM
22,24,29,22,25,25,26,24,14,23,17,01J271F1G4BJ8YGMH79V24FYA0
20,27,23,23,20,26,24,20,17,15,24,01J2728TR1ER2YP1YBHNNJ9TVX
31,26,26,28,28,23,25,20,17,18,11,01J272RSFS18S23YPZX4F1NEJW
29,28,21,11,18,26,26,15,24,22,15,01J273ESFTABCR3V78H6ZB3G9S
28,8,24,25,21,25,24,19,16,18,13,01J273Z81XYKPDYHY2FTQ2W4TS
27,14,21,30,22,27,25,21,21,22,12,01J271X5RDAPRGNYQN39VHVQET
29,32,20,9,24,24,21,20,25,25,18,01J274K296W5VJPC2N62HZD4VS
27,28,30,24,23,20,26,24,20,17,17,01J26XKT4V657NSAMHDA55FTDW
26,27,28,28,31,25,25,16,13,22,21,01J26XM4ZCH0T13SASN7D3909Y
31,17,15,11,23,28,32,23,13,18,14,01J2715BZSMZM2WWHY880MZC1B
26,27,28,7,33,24,23,16,19,17,18,01J2739C8XT3AN4G9ZE2PN5F5A
25,26,23,6,22,27,26,18,22,18,20,01J26Y6Y8GN7Z4EBXDVA2ZNNTM
29,28,22,24,18,21,23,20,15,18,19,01J26YAX3EYXWPTCENAKE0YC0V
27,20,29,11,26,29,21,16,20,21,17,01J26ZQ40JPW5ERRNZDY1ZQQ6X
27,7,24,29,26,32,32,19,23,21,15,01J271132TZTBHADBQFQEBND8A
31,27,24,30,24,29,29,19,22,19,12,01J26ZS2FMXK9XPXH1Z2NYV9K2
30,34,21,7,25,30,26,17,17,14,20,01J270EWA1JZQE1GZHMG2BM53A
30,25,28,25,29,20,31,20,20,15,15,01J271MHRW7PADSF3TWMVJTQ24
16,24,30,24,19,24,22,14,21,23,18,01J272DXDF6T58FAWTN4TASV6S
25,24,28,26,27,22,28,18,14,22,18,01J272ZG10T4ZD2PRQJD7P4RQJ
23,6,21,25,21,16,22,20,20,21,15,01J26ZPTKQGQTV0Q4TA68B2773
30,14,27,15,23,24,24,16,20,15,15,01J2792SM08D5G38D4MVHXWVFY
24,14,29,20,22,21,21,11,11,7,9,01J3D8RBWA1MR0QF73PC0S7VZS
23,22,19,27,28,17,21,12,19,4,19,01J3D8RR74QYQCRD4Y8MTB1HTY
25,6,20,23,21,25,22,10,10,13,17,01J3D8TNR9N7FNXDP63T68ZX9M
20,8,22,31,17,20,20,9,13,14,8,01J3D9YHVH61Q7Q99Y98CKFPZJ
23,14,22,14,21,18,26,17,24,13,16,01J3D8RCC55CCF7PRPWXA7RVWS
23,26,21,11,20,24,22,7,22,18,21,01J3DFR32CHTEQZP8YJCGSP1AF
20,28,25,7,20,28,24,19,5,11,11,01J3DDD4VA0BWE0387TQKDKFXE
21,24,18,9,21,26,20,16,17,10,13,01J3DDRS11WSM9Z7CH6PSJ1PVD
19,18,21,7,22,21,26,12,17,13,20,01J3DEAMRMH09C4PJ8NH6A5NSX
19,19,27,7,16,19,18,17,19,15,19,01J3DEWYZP89A7A49TEWN7EAFS
17,27,18,9,19,22,23,13,12,16,13,01J3DF56VTE186MCG0T6HR3PF2
28,23,24,5,29,17,21,11,14,9,14,01J3DFWSQ7GV9W8M8S6FXZ6FPH
20,25,28,28,25,26,20,22,18,12,20,01J3DGXBDH7YACDBE0A4388STG
24,8,25,20,22,22,25,11,8,12,9,01J3DDA8Y8RZRC5PA6SCSZ52RZ
18,27,25,5,27,15,22,12,15,6,15,01J3DESAX9GNV7R0HVGNMFXFBD
23,24,19,7,23,14,21,21,17,16,18,01J3DFRKY5YQHWWF15TM8DGPMR
26,29,24,4,29,25,25,11,14,12,5,01J3DGD0CR2CDNG6VQRKQCGMQZ
22,27,17,6,21,19,29,10,16,17,17,01J3DGZTZYS4EK7SWFX1BX2V8W
18,24,25,4,18,23,25,20,23,15,8,01J3DH4R563DN61CQJWJB282ZA
20,22,22,6,19,24,24,17,25,11,15,01J3DD7FS7ZT0ME4TWPNTK61ZF
24,23,24,23,24,16,14,21,15,20,8,01J3DD9TN4KW5RAK0VN2QRQX25
23,18,14,18,22,21,16,7,10,7,12,01J3DDRK1SMWWA9XG30TED7Y35
18,26,22,27,19,16,24,8,11,10,13,01J3DDY417CD383BGRV4WJDJMG
19,19,32,6,24,24,20,18,20,14,16,01J3DFXS9F7Y1Y3T5X048KQASZ
21,11,21,23,25,21,23,20,16,12,10,01J3DJZTEHV7GPTKWDDJT1BKVW
27,23,21,21,25,20,17,11,17,13,11,01J3E9VAHS5JQ05AK0048YTJQH
18,27,22,11,22,27,16,24,5,23,8,01J3E730HTYTJXPQJ1A64XRPXT
24,22,14,17,14,22,21,8,17,10,9,01J3E79ANM3RS1YEKPYQVEAMTA
19,5,20,24,25,21,19,15,10,9,10,01J3ED8GKTXFF5AMMX3EDE3MYM
20,9,10,26,31,24,28,18,16,12,14,01J3E60BH0RGNCRGRHH6FHY9Y4
26,21,29,21,23,27,24,16,19,22,21,01J3E7398ST49QVCDT9PMNJ1NJ
25,19,23,8,25,21,25,10,20,18,24,01J3EBMAMJ2XNES02DBBQGNBTH
30,25,28,24,30,22,27,13,12,16,15,01J3E8VE5D0KEKY8A9859BZ3WR
26,9,23,17,18,23,22,17,16,20,7,01J3E96FFXNHV45MAPK20S83PV
28,17,21,25,20,22,22,15,14,8,9,01J3E9KCDCAQE78AZXZXHWVXY4
24,30,13,6,21,16,18,17,14,17,12,01J3EBWK1DX4AHY1NYCQRM177F
17,19,29,26,21,21,19,19,20,6,13,01J3EC4A3M5TEDR9T6N12K9DTD
20,27,24,20,25,18,22,13,5,3,9,01J3ECKSR6FNQ2VC4DDBWD6A5X
13,22,25,27,16,18,16,10,8,15,21,01J3E6Q2ARR4RAHZJ202RR3PXZ
30,18,25,9,23,24,24,15,13,11,11,01J3E7JSWAA72B47D35DVP80K0
25,18,21,7,18,10,24,7,14,19,20,01J3EAHRAWJMWYGA98Y97FDEP7
25,22,21,27,20,12,18,4,10,18,16,01J3E7ZSH9BDG70PK9DSN83SHM
29,21,32,19,19,22,19,22,21,8,15,01J3E86X5HCBT88S1SQHMXAHXH
21,30,25,5,26,19,24,18,16,16,16,01J3E9QH9FGSG74H7XENNF67P9
22,5,23,25,24,20,21,10,16,15,17,01J3EBSSPWTFYZWE5TS7JSR6DG
22,11,26,24,22,15,24,4,11,15,16,01J3E5ZX4XXM38VZPH2840Y1CE
13,13,25,27,27,23,30,19,5,23,29,01J3EAF3TT4PQRS4V7NKDNW30T
27,7,28,14,26,20,23,15,10,13,16,01J3EAQ7JPNNFK3NGNJZ4PY98N
15,8,24,27,20,24,20,11,15,19,9,01J3ED70WQWAMYXT0GAKHRTJ6M
12,27,20,23,22,19,21,15,11,17,3,01J3E5ZA3F1BY5NYW50DDFWM5Y
24,19,23,4,19,18,22,16,13,20,21,01J3E62QZJG7VPZ4E4ZR0GH0TV
16,4,25,17,25,29,13,13,9,9,9,01J3DYP3J88DFFPRMTRK0JRZZB
19,21,26,13,28,22,28,21,18,13,14,01J3DZDBGKMT6FQP4FD75EERRZ
16,21,19,7,18,22,16,9,19,13,9,01J3E369B946TNXYXJ0XQFPVG1
21,26,16,19,24,18,20,14,19,11,8,01J3E3VWH8556EY4V6Y0M61V5Z
24,30,25,8,22,17,20,16,11,6,17,01J3DZ5TA8Q4VKRV48HRM8KJTF
24,25,18,22,32,16,15,13,14,20,21,01J3E0MW9RYJWHFQNW392Z6EFY
19,19,21,5,20,22,26,13,10,13,10,01J3E2JW1C5HJQ30ZGVRBS7BRV
17,22,23,11,27,17,13,3,11,9,13,01J3E0XRXG2DTPMNV9GV9HTXD3
27,21,26,25,27,20,27,14,19,18,17,01J3DYXB6V59ZTCV5359G8HTV4
19,17,23,20,22,15,21,13,2,15,18,01J3E0V9WTH7KERHYPA2F24BNV
27,8,19,26,19,26,23,9,10,12,13,01J3DZG21PV7EDGYHGABSAQDSR
22,13,22,21,24,24,20,14,12,8,12,01J3E26PX7J67VEFXR27QQJ7TS
19,20,25,17,25,17,20,9,10,8,7,01J3E2ZDS0JFHRE2DTAT9N5FMJ
24,19,24,7,21,20,20,20,18,16,14,01J3E1ECEAXGEB25FQYEWD48RS
24,24,27,24,27,28,14,16,6,4,20,01J3E1HSZ0Z52V4K4X33TK142M
20,23,19,17,16,18,20,7,15,13,21,01J3E076DHMH066TRKNW9VG16V
23,14,23,9,17,19,20,16,10,17,13,01J3E22JE9T3CJPY6C4VREBDCY
25,23,26,11,20,18,13,12,15,18,17,01J3E26FK5E3WH6E0BJKWSCQE1
24,28,20,16,26,25,24,16,19,19,16,01J3E34Y2HD2H8KG8AQFZD0QM0
23,24,22,7,25,19,22,9,13,10,10,01J3E412RGVA1E7VE7EKVT75Y5
18,25,23,16,20,24,23,10,12,14,14,01J3DZG07HYAKCHNXX9JJEV5JJ
16,32,21,23,17,18,15,8,6,11,7,01J3DZZFT8JDXH24WEJTG3CYQE
20,22,14,16,15,21,26,16,11,11,4,01J3E3G8EE9VB115B7BB2HV9BH
19,17,18,7,22,15,15,12,4,17,19,01J3E01VQJCFK2CT7EZ1CT3ZSG
22,21,17,5,22,18,18,19,20,17,6,01J3E2H9KW4BGS07PXK73JSF74
16,22,21,31,22,17,28,11,13,6,8,01J3DRJSFH2VN7R82TY83BTE2Y
24,23,24,8,22,21,23,19,10,10,9,01J3DSZ85N6EVCPQD2Y4ECHV5C
26,7,23,19,22,20,19,13,16,15,16,01J3DW7BFGW00NGZEDMCDNV5HW
23,7,24,21,17,21,17,15,9,19,13,01J3DMSZHY14TRYJ4XYR5FRE66
20,7,18,26,24,27,24,12,19,14,17,01J3DP1EQDT55MZJX5X90WCP1D
28,22,19,11,26,20,17,16,14,18,12,01J3DPMR6DFJNX5DNM89079Q24
18,28,24,7,25,24,23,11,13,8,10,01J3DMSNAQG9397QE2F1F1AWCP
15,25,21,18,24,26,22,24,19,13,8,01J3DN93YWSFDCERYDN2SYJMNT
29,17,23,24,17,25,21,22,14,26,18,01J3DNB2WTA36FBBSGZXB2CJTS
19,21,19,24,23,16,22,14,10,10,8,01J3DNG5P9RW01AF0Y26C1K5D2
14,20,21,23,12,22,18,21,18,19,8,01J3DPQV9V5M641G5GNX1WR985
25,27,13,25,22,23,20,15,20,21,10,01J3DQHTXX1N9RJS46NYK5647X
14,17,20,11,23,24,26,16,14,13,17,01J3DR3TZ4XAM2F65B5NX8MNK2
20,21,24,11,17,13,23,14,20,19,19,01J3DRZ2FXGSPQ0JM3BAS09Z24
18,11,23,22,30,26,23,11,15,20,22,01J3DPJNJCDP0FQ5GTE9697DAV
24,8,26,22,25,23,23,21,7,18,12,01J3DRBTVCPM5MZGHV74MBNPWY
26,22,23,9,23,22,27,10,19,8,19,01J3DMVQN9T5QEQBRP28CWSV86
22,7,27,30,24,26,24,18,11,14,23,01J3DNYRW7764RZF74KVJ3KHWP
20,20,23,7,22,24,26,17,6,13,14,01J3DPW7HQNZCW43QK2XE603ED
20,23,29,28,16,24,31,1,13,7,13,01J3DQX2MB4CVDA0BSP8FF6N8G
